ref,region,regular,icu,cases_influenza_regular,cases_influenza_icu,cases_other_regular,cases_other_icu,mechanical_ventilators,children,adults,elderly,population
330440,Rio Claro,39,0,1,0,4,0,9,4258,10987,2195,17440
330450,Rio das Flores,21,0,1,0,5,0,0,2152,5383,1104,8639
330452,Rio das Ostras,90,0,9,0,65,0,35,32741,76588,10110,119439
330455,Rio de Janeiro,8232,850,242,25,5141,483,3773,1415490,4105124,951248,6471862
330460,Santa Maria Madalena,23,0,1,0,6,0,2,2230,6295,1542,10067
330470,Santo Antônio de Pádua,101,8,3,0,33,0,5,8950,25722,6138,40810
330475,São Francisco de Itabapoana,30,0,3,0,8,0,2,10477,25653,5047,41177
330480,São Fidélis,102,7,5,2,22,7,4,8108,23338,6022,37468
330490,São Gonçalo,721,69,26,5,412,70,202,222649,667475,122258,1012382
330500,São João da Barra,40,0,4,0,21,0,10,8626,21277,4489,34392
330510,São João de Meriti,94,30,1,1,71,24,32,116100,294964,52215,463279
330515,São José do Vale do Rio Preto,54,0,1,0,7,0,2,5062,13115,2255,20432
330520,São Pedro da Aldeia,45,0,1,0,9,0,4,24818,57887,9851,92556
330530,São Sebastião do Alto,39,0,2,0,10,0,3,1923,5632,1321,8876
330550,Saquarema,116,15,4,0,62,1,5,19455,48781,10164,78400
330555,Seropédica,27,0,0,0,12,0,3,20551,51487,8214,80252
330560,Silva Jardim,40,0,2,0,6,0,0,5727,13104,2405,21236
330570,Sumidouro,25,0,2,0,7,0,1,3650,9873,1585,15108
330575,Tanguá,29,0,0,0,32,0,0,8297,20013,3396,31706
330580,Teresópolis,268,18,8,2,151,19,34,41089,105790,22093,168972
330590,Trajano de Moraes,31,0,1,0,7,0,1,2273,6389,1512,10174
330600,Três Rios,180,9,3,1,161,7,16,19351,49791,10066,79208
330610,Valença,289,30,10,1,89,17,39,16437,45025,11008,72470
330615,Varre-Sai,35,0,1,0,2,0,1,2547,6090,987,9624
330620,Vassouras,403,35,7,1,176,28,46,8673,21965,4775,35413
330630,Volta Redonda,418,29,36,2,242,25,179,57598,171844,32919,262361
350010,Adamantina,206,4,5,1,157,5,8,6446,21565,5941,33952
350050,Águas de Lindóia,30,0,2,0,10,0,2,3833,11071,2642,17546
350070,Agudos,38,0,2,0,9,0,2,8892,22410,3955,35257
350100,Altinópolis,25,0,3,0,10,0,2,3542,9834,2284,15660
350110,Alto Alegre,19,0,1,0,1,0,1,753,2503,802,4058
350130,Álvares Machado,18,0,1,0,4,0,1,5861,14845,3231,23937
350160,Americana,207,13,7,1,154,12,91,44528,144705,27473,216706
350170,Américo Brasiliense,165,10,12,2,90,7,21,8915,23547,2815,35277
350190,Amparo,213,7,4,1,185,6,19,14323,43652,9543,67518
350210,Andradina,91,10,5,2,28,5,7,11993,35613,8403,56009
350220,Angatuba,54,0,4,0,10,0,1,5740,14288,2697,22725
350250,Aparecida,70,9,4,1,21,9,17,8012,22921,4290,35223
350260,Aparecida d'Oeste,20,0,1,0,1,0,1,894,2673,829,4396
350270,Apiaí,39,0,4,0,20,0,2,7160,14935,2763,24858
350280,Araçatuba,300,40,15,3,205,33,59,39227,120667,25887,185781
350310,Arandu,12,0,0,0,0,0,2,1550,3841,750,6141
350320,Araraquara,206,24,9,2,136,19,59,45114,140882,29655,215651
350330,Araras,246,21,4,1,196,18,57,26582,80181,15131,121894
350340,Arealva,18,0,2,0,2,0,1,1553,4788,1475,7816
350370,Ariranha,0,0,0,0,0,0,0,1792,5620,1154,8566
350380,Artur Nogueira,0,0,0,0,0,0,4,11271,29995,4554,45820
350390,Arujá,24,0,2,0,9,0,19,22537,50227,6401,79165
350400,Assis,160,32,5,4,80,23,58,20784,62866,13614,97264
350410,Atibaia,55,0,8,0,35,0,29,32950,82415,16444,131809
350420,Auriflama,35,0,3,0,8,0,1,2844,9256,2220,14320
350450,Avaré,95,9,8,1,71,8,12,20834,54014,10721,85569
350490,Bananal,15,0,0,0,1,0,2,2166,6276,1476,9918
350520,Bariri,34,0,4,0,12,0,1,7348,19954,4847,32149
350530,Barra Bonita,59,0,4,0,18,0,6,6587,23454,4894,34935
350550,Barretos,359,66,8,4,257,49,112,25125,73688,15596,114409
350570,Barueri,342,39,34,3,246,39,103,78538,163789,17643,259970
350580,Bastos,28,0,1,0,13,0,1,4932,13018,2595,20545
350590,Batatais,101,7,6,1,31,6,5,12698,36839,7923,57460
350600,Bauru,617,75,23,8,351,65,161,79063,227339,45491,351893
350610,Bebedouro,70,0,2,0,26,0,20,16615,48223,10490,75328
350630,Bernardino de Campos,23,0,3,0,5,0,2,2409,6531,1862,10802
350635,Bertioga,49,0,4,0,30,0,5,15579,31901,3839,51319
350640,Bilac,35,0,1,0,1,0,2,1450,4659,1164,7273
350650,Birigui,66,10,13,3,32,4,10,24362,73790,13919,112071
350670,Boa Esperança do Sul,13,0,1,0,1,0,1,3445,8755,1441,13641
350680,Bocaina,29,0,1,0,1,0,2,2610,7122,1386,11118
350700,Boituva,36,0,6,0,17,0,6,13068,33223,5036,51327
350710,Bom Jesus dos Perdões,12,0,1,0,1,0,1,5453,13217,2117,20787
350740,Borborema,16,0,2,0,7,0,1,2940,9451,2147,14538
350750,Botucatu,477,54,18,4,321,50,120,30136,83526,17392,131054
350760,Bragança Paulista,163,29,12,1,123,21,63,36258,97475,19128,152861
350790,Brotas,35,0,4,0,7,0,1,5333,13852,2877,22062
350810,Buritama,22,0,4,0,6,0,0,3379,10064,2279,15722
350840,Cabreúva,10,0,2,0,4,0,2,12361,27560,3485,43406
350850,Caçapava,61,5,4,1,19,3,19,21148,55878,9913,86939
350860,Cachoeira Paulista,14,0,2,0,7,0,2,7074,19512,3895,30481
350870,Caconde,62,0,2,0,47,0,1,4421,11101,2705,18227
350880,Cafelândia,37,0,3,0,5,0,4,3878,10517,2510,16905
350900,Caieiras,65,6,3,0,27,4,29,23827,58820,7092,89739
350920,Cajamar,43,0,3,0,13,0,9,19351,43749,4524,67624
350930,Cajobi,26,0,1,0,3,0,2,2002,6388,1400,9790
350940,Cajuru,55,0,6,0,24,0,2,6172,14836,2990,23998
350950,Campinas,1193,236,63,16,829,191,603,245872,734505,136094,1116471
350960,Campo Limpo Paulista,68,0,6,0,20,0,5,19033,49816,7020,75869
350970,Campos do Jordão,191,0,6,0,139,0,13,13020,31392,4378,48790
351000,Cândido Mota,25,0,3,0,13,0,1,6295,19061,4224,29580
351020,Capão Bonito,48,0,4,0,17,0,5,12570,28159,5333,46062
351040,Capivari,47,0,4,0,18,0,24,12062,32206,5299,49567
351050,Caraguatatuba,105,16,10,1,77,14,12,28053,65932,11676,105661
351060,Carapicuíba,209,39,13,3,151,28,45,107136,246225,30031,383392
351070,Cardoso,12,0,1,0,4,0,2,2360,7336,1997,11693
351080,Casa Branca,351,0,3,0,178,0,2,5887,18453,4000,28340
351100,Castilho,30,0,2,0,4,0,1,4426,11635,2374,18435
351110,Catanduva,371,39,19,3,290,34,63,23121,74312,17214,114647
351130,Cedral,0,0,0,0,0,0,0,1714,5098,1432,8244
351140,Cerqueira César,32,0,2,0,7,0,2,4422,11083,2367,17872
351150,Cerquilho,21,0,3,0,9,0,2,9311,27223,4733,41267
351160,Cesário Lange,17,0,2,0,3,0,1,3978,10311,1889,16178
351170,Charqueada,26,0,1,0,3,0,4,3731,9908,1768,15407
351190,Clementina,20,0,2,0,3,0,1,1713,4796,784,7293
351200,Colina,35,0,2,0,5,0,1,4096,11244,2319,17659
351210,Colômbia,20,0,1,0,1,0,0,1616,3894,664,6174
351220,Conchal,42,0,3,0,13,0,3,7034,16389,2613,26036
351230,Conchas,32,0,1,0,1,0,2,3837,10066,2435,16338
351260,Coronel Macedo,6,0,0,0,0,0,0,1130,2981,658,4769
351280,Cosmópolis,33,0,2,0,7,0,5,14257,40239,5703,60199
351300,Cotia,106,16,10,1,98,10,48,62836,137173,16902,216911
351310,Cravinhos,13,0,3,0,3,0,1,7680,20825,3662,32167
351340,Cruzeiro,67,10,8,1,47,9,24,17771,49882,9614,77267
351350,Cubatão,66,15,4,1,45,12,38,30675,79695,9490,119860
351360,Cunha,25,0,3,0,12,0,5,5087,13390,3011,21488
351370,Descalvado,25,0,2,0,9,0,2,6655,20363,4407,31425
351380,Diadema,401,54,39,4,276,39,142,101083,262171,30245,393499
351390,Divinolândia,173,0,3,0,161,0,2,2277,7213,1713,11203
351410,Dois Córregos,47,0,6,0,10,0,2,5872,15705,3401,24978
351430,Dourado,14,0,0,0,0,0,1,1689,5496,1368,8553
351440,Dracena,108,10,7,2,27,8,15,8480,28272,7213,43965
351450,Duartina,77,0,4,0,10,0,3,2481,7673,2037,12191
351480,Eldorado,2,0,0,0,0,0,0,4581,8190,1820,14591
351490,Elias Fausto,6,0,0,0,0,0,4,3956,10365,1645,15966
351500,Embu,89,0,5,0,24,0,11,71497,160813,16833,249143
351510,Embu-Guaçu,17,0,3,0,7,0,1,17653,40074,6151,63878
351518,Espírito Santo do Pinhal,354,0,6,0,280,0,5,8903,27127,6089,42119
351520,Estrela d'Oeste,61,0,2,0,4,0,2,1641,5278,1297,8216
351540,Fartura,12,0,2,0,7,0,3,3611,9549,2250,15410
351550,Fernandópolis,84,9,6,2,41,7,28,13452,42062,10419,65933
351570,Ferraz de Vasconcelos,187,27,11,1,123,13,26,50035,111937,12067,174039
351600,Flórida Paulista,30,0,2,0,7,0,2,2442,8549,1826,12817
351620,Franca,438,45,20,4,323,42,106,81124,209327,36912,327363
351630,Francisco Morato,98,29,10,2,66,14,30,49431,100211,10025,159667
351640,Franco da Rocha,399,11,5,1,191,12,31,36709,89988,10351,137048
351660,Gália,27,0,1,0,4,0,1,1426,4287,1141,6854
351670,Garça,252,0,4,0,197,0,3,9566,27289,6281,43136
351690,General Salgado,20,0,2,0,4,0,1,2115,6894,1637,10646
351700,Getulina,36,0,0,0,0,0,0,2170,7056,1462,10688
351740,Guaíra,42,0,3,0,11,0,2,8390,24686,4610,37686
351760,Guapiara,27,0,4,0,7,0,2,4963,10508,2228,17699
351770,Guará,40,0,1,0,2,0,1,4775,12453,2191,19419
351780,Guaraçaí,15,0,1,0,4,0,0,1597,5241,1427,8265
351820,Guararapes,48,0,4,0,12,0,5,6567,19838,4516,30921
351830,Guararema,29,0,3,0,9,0,7,7102,16754,3062,26918
351840,Guaratinguetá,154,30,9,3,70,26,58,25529,73900,14620,114049
351860,Guariba,59,0,3,0,11,0,5,9025,23683,3334,36042
351870,Guarujá,209,42,11,7,121,33,104,78503,190465,27115,296083
351880,Guarulhos,1429,122,61,9,1120,91,359,346584,816300,102442,1265326
351900,Herculândia,58,0,2,0,8,0,1,1986,5483,1182,8651
351907,Hortolândia,62,0,8,0,45,0,8,52114,133449,15068,200631
351910,Iacanga,28,0,1,0,2,0,0,2364,6591,1397,10352
351930,Ibaté,27,0,2,0,6,0,3,8349,20541,2778,31668
351940,Ibirá,9,0,2,0,3,0,1,2313,7079,1769,11161
351960,Ibitinga,46,4,5,1,33,4,5,12165,35742,6851,54758
351970,Ibiúna,63,0,7,0,7,0,4,19641,44913,8052,72606
351990,Iepê,18,0,3,0,6,0,1,1786,4743,1190,7719
352000,Igaraçu do Tietê,0,0,0,0,0,0,0,5300,15569,2403,23272
352010,Igarapava,42,0,3,0,18,0,2,5924,18188,3746,27858
352020,Igaratá,8,0,0,0,0,0,0,2343,5543,1091,8977
352030,Iguape,9,0,0,0,0,0,1,7320,16937,4406,28663
352040,Ilha Bela,51,0,4,0,22,0,6,7921,19225,2433,29579
352044,Ilha Solteira,74,4,8,0,20,0,9,5129,16502,3630,25261
352050,Indaiatuba,196,26,9,2,144,20,61,50804,140590,21709,213103
352070,Indiaporã,4,0,2,0,2,0,1,720,2434,733,3887
352090,Ipaussu,29,0,1,0,6,0,1,3306,8549,1788,13643
352100,Iperó,15,0,0,0,0,0,0,7068,19594,2461,29123
352130,Ipuã,39,0,1,0,2,0,1,3439,9407,1427,14273
352140,Iracemápolis,3,0,0,0,0,0,1,4616,13889,2147,20652
352170,Itaberá,19,0,2,0,4,0,1,4572,10873,2182,17627
352180,Itaí,35,0,1,0,2,0,3,5875,15883,2502,24260
352190,Itajobi,32,0,2,0,3,0,1,2823,9360,2506,14689
352210,Itanhaém,126,0,5,0,123,0,23,24313,52707,13042,90062
352220,Itapecerica da Serra,166,34,20,2,140,15,61,45603,102116,11005,158724
352230,Itapetininga,100,8,15,1,80,7,21,37753,93713,16473,147939
352240,Itapeva,86,18,10,1,65,19,19,25168,54881,9165,89214
352250,Itapevi,205,30,8,1,145,24,74,66412,132445,13194,212051
352260,Itapira,575,4,5,1,523,4,18,14579,45485,9910,69974
352270,Itápolis,46,4,6,2,20,4,8,8440,26081,6001,40522
352280,Itaporanga,27,0,3,0,8,0,2,3561,8810,2054,14425
352290,Itapuí,30,0,1,0,2,0,2,2879,7931,1492,12302
352310,Itaquaquecetuba,224,20,13,1,204,18,52,102034,210768,20258,333060
352320,Itararé,64,0,7,0,25,0,3,12648,29666,5667,47981
352340,Itatiba,69,6,5,1,38,4,27,24270,69616,11717,105603
352350,Itatinga,7,0,1,0,3,0,2,4855,11566,1729,18150
352360,Itirapina,25,0,1,0,2,0,3,3058,11117,1614,15789
352390,Itu,356,34,4,1,165,27,40,38780,103235,16757,158772
352400,Itupeva,48,0,2,0,8,0,8,13217,31739,3716,48672
352410,Ituverava,53,9,3,1,17,9,9,8526,24900,5563,38989
352420,Jaborandi,17,0,1,0,2,0,0,1337,4264,889,6490
352430,Jaboticabal,56,3,4,1,22,4,8,15075,47002,9924,72001
352440,Jacareí,167,28,8,2,110,25,83,52910,139610,23605,216125
352450,Jaci,149,0,2,0,142,0,2,1427,3945,618,5990
352470,Jaguariúna,78,0,5,0,30,0,13,11859,30964,4951,47774
352480,Jales,97,23,8,3,56,14,30,9298,30521,7523,47342
352520,Jarinu,17,0,3,0,5,0,6,6967,15886,2729,25582
352530,Jaú,639,49,17,6,391,44,92,29126,87567,17220,133913
352550,Joanópolis,11,0,2,0,2,0,1,2520,7662,1737,11919
352570,José Bonifácio,22,0,4,0,10,0,3,7614,21757,4299,33670
352590,Jundiaí,401,66,17,2,273,38,160,87339,249298,50329,386966
352600,Junqueirópolis,25,0,3,0,13,0,2,3886,12302,3024,19212
352620,Juquitiba,0,0,0,0,0,0,1,8531,17779,2896,29206
352640,Laranjal Paulista,28,0,4,0,10,0,3,6233,16247,3674,26154
352670,Leme,77,6,6,1,38,6,18,22110,60628,10216,92954
352680,Lençóis Paulista,45,0,4,0,19,0,5,15081,40761,6749,62591
352690,Limeira,172,52,11,5,115,34,84,63585,185380,32616,281581
352710,Lins,324,14,3,2,277,10,31,16051,46755,10321,73127
352720,Lorena,85,14,9,2,61,14,24,20576,53112,10450,84138
352730,Louveira,28,0,4,0,16,0,8,10591,26867,3000,40458
352740,Lucélia,10,0,3,0,5,0,3,3895,13010,2931,19836
352770,Luiziânia,3,0,0,0,0,0,1,1183,3310,682,5175
352800,Macatuba,18,0,2,0,6,0,1,3859,10440,1868,16167
352810,Macaubal,15,0,1,0,1,0,0,1408,4899,1361,7668
352850,Mairiporã,38,0,3,0,19,0,3,21530,54608,8217,84355
352880,Maracaí,22,0,2,0,7,0,1,3033,8649,1690,13372
352900,Marília,617,86,25,7,341,68,106,50196,142879,29992,223067
352920,Martinópolis,30,0,2,0,8,0,2,5385,15727,3411,24523
352930,Matão,96,22,6,2,44,19,32,17250,51977,9047,78274
352940,Mauá,165,48,9,2,139,22,67,104189,284888,35178,424255
352970,Miguelópolis,47,0,3,0,7,0,2,4880,13206,2307,20393
352980,Mineiros do Tietê,10,0,0,0,0,0,1,2840,7692,1501,12033
353010,Mirandópolis,68,10,9,0,42,0,10,5074,18679,4074,27827
353030,Mirassol,30,0,5,0,12,0,4,11930,36017,7421,55368
353050,Mococa,88,8,6,2,39,6,18,14573,42798,9175,66546
353060,Mogi das Cruzes,588,92,36,6,442,68,175,105884,254640,40708,401232
353070,Mogi Guaçu,141,18,7,1,90,17,31,32622,91936,16359,140917
353080,Moji Mirim,114,10,3,1,81,9,26,19073,57392,11426,87891
353110,Mongaguá,36,0,3,0,8,0,4,12434,28722,7011,48167
353130,Monte Alto,58,8,3,2,14,6,14,9579,30788,6865,47232
353140,Monte Aprazível,30,0,4,0,17,0,3,4163,14497,3411,22071
353150,Monte Azul Paulista,51,0,4,0,10,0,5,4063,12169,2640,18872
353180,Monte Mor,26,0,2,0,11,0,3,14432,32857,4651,51940
353190,Morro Agudo,31,0,2,0,9,0,2,7252,19266,2758,29276
353200,Morungaba,9,0,1,0,1,0,2,2923,7765,1413,12101
353240,Nazaré Paulista,20,0,2,0,4,0,5,4170,10388,2360,16918
353250,Neves Paulista,10,0,1,0,1,0,0,1574,5661,1617,8852
353260,Nhandeara,35,0,6,0,17,0,2,1863,6947,1992,10802
353290,Nova Europa,7,0,1,0,3,0,2,2333,6175,1030,9538
353300,Nova Granada,19,0,3,0,10,0,1,4479,12514,2682,19675
353340,Nova Odessa,53,0,4,0,13,0,4,12085,35268,5722,53075
353350,Novo Horizonte,35,0,4,0,17,0,3,8256,23822,5322,37400
353390,Olímpia,39,5,5,2,19,4,10,10998,32449,7468,50915
353430,Orlândia,60,0,3,0,17,0,9,8954,26570,4734,40258
353440,Osasco,578,40,35,3,310,32,150,168136,444261,65325,677722
353460,Osvaldo Cruz,53,0,4,0,19,0,6,5886,20010,5320,31216
353470,Ourinhos,80,23,4,2,60,20,36,23859,66754,13814,104427
353475,Ouroeste,28,0,1,0,4,0,3,2069,5615,1179,8863
353490,Pacaembu,32,0,1,0,3,0,2,2065,9076,2070,13211
353520,Palmeira d'Oeste,10,0,2,0,4,0,0,1803,5820,1786,9409
353530,Palmital,36,0,2,0,11,0,2,4570,13168,3552,21290
353540,Panorama,35,0,1,0,2,0,1,3865,9147,1749,14761
353550,Paraguaçu Paulista,78,10,4,2,19,7,11,10257,27323,5481,43061
353580,Paranapanema,30,0,1,0,2,0,2,4932,11396,1816,18144
353600,Parapuã,26,0,3,0,6,0,1,2156,6707,1874,10737
353620,Pariquera-Açu,135,16,7,2,84,14,30,5197,11269,2347,18813
353630,Patrocínio Paulista,23,0,2,0,6,0,1,3425,8374,1559,13358
353650,Paulínia,93,4,9,1,51,4,12,22506,58632,7272,88410
353660,Paulo de Faria,18,0,1,0,1,0,1,1832,5411,1187,8430
353670,Pederneiras,52,0,3,0,15,0,7,10609,26911,4858,42378
353700,Pedregulho,55,0,1,0,6,0,2,3784,10015,1891,15690
353710,Pedreira,98,0,3,0,9,0,4,8979,28433,4969,42381
353730,Penápolis,173,8,4,1,57,4,8,13068,37638,8914,59620
353740,Pereira Barreto,47,0,3,0,10,0,1,5405,15690,3694,24789
353760,Peruíbe,14,0,0,0,0,0,0,16720,35712,9129,61561
353780,Piedade,50,0,7,0,19,0,3,13143,32898,6618,52659
353790,Pilar do Sul,27,0,3,0,10,0,2,7091,16591,3231,26913
353800,Pindamonhangaba,127,14,11,1,81,14,31,38893,97622,15313,151828
353860,Piracaia,29,0,2,0,3,0,2,6103,16076,3404,25583
353870,Piracicaba,293,61,25,3,215,52,151,85917,242486,46223,374626
353880,Piraju,58,0,5,0,16,0,3,6654,17792,4219,28665
353890,Pirajuí,67,0,2,0,43,0,4,4265,15625,3150,23040
353900,Pirangi,9,0,2,0,4,0,1,2168,6912,1693,10773
353930,Pirassununga,57,6,4,2,18,5,18,15456,45349,10222,71027
353940,Piratininga,25,0,2,0,3,0,0,2945,7757,1824,12526
353950,Pitangueiras,32,0,2,0,11,0,4,9162,22791,3542,35495
353980,Poá,36,0,4,0,10,0,2,28462,70414,9377,108253
354000,Pompéia,14,0,1,0,2,0,3,4492,13086,2747,20325
354020,Pontal,29,0,3,0,6,0,2,10299,27796,2951,41046
354040,Populina,7,0,1,0,1,0,1,826,2591,749,4166
354060,Porto Feliz,39,0,4,0,21,0,4,12123,32002,5792,49917
354070,Porto Ferreira,33,4,3,1,17,3,10,11246,33708,6658,51612
354080,Potirendaba,27,0,2,0,2,0,3,3250,10210,2445,15905
354100,Praia Grande,181,40,12,2,101,19,36,72332,169807,33858,275997
354120,Presidente Bernardes,40,0,2,0,8,0,2,2548,8469,2367,13384
354130,Presidente Epitácio,68,0,6,0,21,0,4,9840,26535,5081,41456
354140,Presidente Prudente,669,55,19,1,534,45,106,47152,137140,28570,212862
354150,Presidente Venceslau,60,10,4,2,16,4,6,7599,24756,5683,38038
354160,Promissão,37,8,5,2,29,7,19,8309,23083,4700,36092
354190,Queluz,38,0,1,0,2,0,2,2565,7510,1219,11294
354220,Rancharia,71,5,4,1,28,3,14,6785,18239,4022,29046
354240,Regente Feijó,13,0,1,0,3,0,0,4158,12033,2557,18748
354260,Registro,126,0,9,0,71,0,8,15180,33351,6515,55046
354290,Ribeirão Bonito,11,0,1,0,2,0,0,2910,7664,1507,12081
354300,Ribeirão Branco,35,0,2,0,4,0,2,5672,10434,1694,17800
354330,Ribeirão Pires,50,0,7,0,27,0,21,25391,76309,12515,114215
354340,Ribeirão Preto,1325,145,54,12,901,117,484,136586,412054,78172,626812
354380,Rinópolis,20,0,2,0,3,0,1,1905,6142,1734,9781
354390,Rio Claro,180,17,4,2,145,17,50,41541,123679,25310,190530
354400,Rio das Pedras,32,0,2,0,8,0,2,7461,19990,2884,30335
354420,Riolândia,7,0,1,0,1,0,1,2256,7290,1177,10723
354425,Rosana,57,0,6,0,46,0,4,4920,11946,2097,18963
354430,Roseira,14,0,0,0,0,0,1,2393,6403,945,9741
354490,Sales Oliveira,20,0,1,0,2,0,1,2351,6929,1469,10749
354500,Salesópolis,17,0,1,0,1,0,1,3962,9685,1977,15624
354520,Salto,70,10,5,2,33,5,24,26570,71256,11432,109258
354530,Salto de Pirapora,43,0,3,0,9,0,4,10403,25884,4729,41016
354540,Salto Grande,22,0,1,0,6,0,1,2141,5343,1327,8811
354560,Santa Adélia,7,0,1,0,2,0,2,3129,9222,2015,14366
354580,Santa Bárbara d'Oeste,84,8,5,2,47,7,21,39794,123693,19557,183044
354630,Santa Cruz das Palmeiras,25,0,2,0,9,0,3,7150,19860,3336,30346
354640,Santa Cruz do Rio Pardo,55,11,4,1,24,6,13,10356,27656,6434,44446
354660,Santa Fé do Sul,57,6,7,2,31,5,11,6307,19026,4902,30235
354680,Santa Isabel,82,6,3,1,19,6,10,13087,32949,5568,51604
354700,Santa Maria da Serra,6,0,0,0,0,0,1,1398,3505,606,5509
354730,Santana de Parnaíba,30,0,5,0,17,0,11,34017,74889,8749,117655
354750,Santa Rita do Passa Quatro,293,0,3,0,150,0,5,4864,16612,4897,26373
354760,Santa Rosa de Viterbo,21,0,3,0,8,0,3,5314,15372,3429,24115
354770,Santo Anastácio,37,0,3,0,16,0,1,4262,12721,3305,20288
354780,Santo André,536,144,13,4,368,107,428,146735,449429,92070,688234
